product_id,product_name,category,price,cost,stock_quantity,supplier_id
504,Books Product 504,Books,115.98,69.59,678,19
505,Electronics Product 505,Electronics,261.75,157.05,750,13
506,Sports Product 506,Sports,260.51,156.31,401,41
507,Electronics Product 507,Electronics,182.32,109.39,649,37
508,Clothing Product 508,Clothing,427.43,256.46,424,34
509,Sports Product 509,Sports,197.45,118.47,530,2
510,Books Product 510,Books,472.83,283.7,492,38
511,Home & Garden Product 511,Home & Garden,214.37,128.62,244,4
512,Electronics Product 512,Electronics,34.24,20.54,831,10
513,Sports Product 513,Sports,499.4,299.64,13,40
514,Clothing Product 514,Clothing,349.04,209.42,674,2
515,Home & Garden Product 515,Home & Garden,240.47,144.28,5,40
516,Clothing Product 516,Clothing,284.55,170.73,240,15
517,Sports Product 517,Sports,402.84,241.7,271,10
518,Electronics Product 518,Electronics,115.8,69.48,483,19
519,Sports Product 519,Sports,413.77,248.26,510,37
520,Clothing Product 520,Clothing,293.6,176.16,646,10
521,Sports Product 521,Sports,494.79,296.87,720,33
522,Books Product 522,Books,146.38,87.83,584,21
523,Home & Garden Product 523,Home & Garden,87.32,52.39,842,27
524,Clothing Product 524,Clothing,309.26,185.56,746,47
525,Clothing Product 525,Clothing,470.55,282.33,748,37
526,Books Product 526,Books,114.99,68.99,770,20
527,Electronics Product 527,Electronics,342.73,205.64,178,33
528,Electronics Product 528,Electronics,393.17,235.9,631,23
529,Books Product 529,Books,256.15,153.69,645,43
530,Sports Product 530,Sports,460.88,276.53,680,33
531,Electronics Product 531,Electronics,298.87,179.32,518,49
532,Electronics Product 532,Electronics,303.9,182.34,574,47
533,Electronics Product 533,Electronics,138.76,83.26,639,14
534,Clothing Product 534,Clothing,203.08,121.85,181,29
535,Clothing Product 535,Clothing,497.69,298.61,796,20
536,Home & Garden Product 536,Home & Garden,416.24,249.74,190,31
537,Home & Garden Product 537,Home & Garden,305.12,183.07,139,25
538,Sports Product 538,Sports,123.96,74.38,137,45
539,Sports Product 539,Sports,97.93,58.76,917,10
540,Electronics Product 540,Electronics,402.23,241.34,356,16
541,Clothing Product 541,Clothing,166.84,100.1,795,7
542,Sports Product 542,Sports,313.06,187.84,592,13
543,Clothing Product 543,Clothing,287.68,172.61,929,29
544,Home & Garden Product 544,Home & Garden,187.13,112.28,87,46
545,Sports Product 545,Sports,175.74,105.44,719,50
546,Electronics Product 546,Electronics,216.82,130.09,559,26
547,Clothing Product 547,Clothing,389.71,233.83,303,38
548,Home & Garden Product 548,Home & Garden,440.59,264.35,230,13
549,Books Product 549,Books,218.36,131.02,832,47
550,Electronics Product 550,Electronics,475.18,285.11,973,22
551,Sports Product 551,Sports,168.62,101.17,152,42
552,Books Product 552,Books,208.99,125.39,761,20
553,Sports Product 553,Sports,42.19,25.31,696,6
554,Books Product 554,Books,52.0,31.2,934,9
555,Electronics Product 555,Electronics,232.2,139.32,197,48
556,Books Product 556,Books,68.15,40.89,726,6
557,Books Product 557,Books,138.91,83.35,409,22
558,Home & Garden Product 558,Home & Garden,431.58,258.95,793,27
559,Clothing Product 559,Clothing,221.99,133.19,711,43
560,Books Product 560,Books,176.71,106.03,927,5
561,Sports Product 561,Sports,234.48,140.69,755,27
562,Home & Garden Product 562,Home & Garden,184.05,110.43,633,49
563,Books Product 563,Books,46.86,28.12,980,39
564,Sports Product 564,Sports,499.11,299.47,422,38
565,Sports Product 565,Sports,208.93,125.36,758,12
566,Clothing Product 566,Clothing,106.68,64.01,281,20
567,Books Product 567,Books,357.53,214.52,812,23
568,Electronics Product 568,Electronics,425.3,255.18,240,29
569,Electronics Product 569,Electronics,371.6,222.96,201,44
570,Home & Garden Product 570,Home & Garden,487.18,292.31,303,39
571,Electronics Product 571,Electronics,427.27,256.36,159,28
572,Clothing Product 572,Clothing,68.62,41.17,479,31
573,Home & Garden Product 573,Home & Garden,357.02,214.21,279,10
574,Clothing Product 574,Clothing,81.11,48.67,878,12
575,Home & Garden Product 575,Home & Garden,74.28,44.57,661,7
576,Books Product 576,Books,422.29,253.37,196,33
577,Electronics Product 577,Electronics,337.39,202.43,894,44
578,Books Product 578,Books,23.85,14.31,238,17
579,Sports Product 579,Sports,109.96,65.98,464,21
580,Electronics Product 580,Electronics,25.31,15.19,180,38
581,Home & Garden Product 581,Home & Garden,274.82,164.89,746,36
582,Home & Garden Product 582,Home & Garden,17.22,10.33,753,14
583,Clothing Product 583,Clothing,92.46,55.48,103,2
584,Home & Garden Product 584,Home & Garden,163.9,98.34,753,21
585,Electronics Product 585,Electronics,482.98,289.79,325,42
586,Sports Product 586,Sports,368.61,221.17,688,46
587,Home & Garden Product 587,Home & Garden,498.15,298.89,67,45
588,Sports Product 588,Sports,481.89,289.13,619,44
589,Electronics Product 589,Electronics,447.97,268.78,389,15
590,Clothing Product 590,Clothing,382.25,229.35,267,29
591,Electronics Product 591,Electronics,353.77,212.26,892,17
592,Clothing Product 592,Clothing,129.12,77.47,654,41
593,Books Product 593,Books,473.06,283.84,170,21
594,Home & Garden Product 594,Home & Garden,62.8,37.68,820,27
595,Books Product 595,Books,290.01,174.01,144,45
596,Clothing Product 596,Clothing,25.98,15.59,945,35
597,Clothing Product 597,Clothing,289.11,173.47,660,38
598,Home & Garden Product 598,Home & Garden,177.09,106.25,564,45
599,Electronics Product 599,Electronics,95.12,57.07,524,20
600,Home & Garden Product 600,Home & Garden,235.82,141.49,690,36
601,Sports Product 601,Sports,290.72,174.43,703,7
602,Books Product 602,Books,335.27,201.16,526,6
603,Sports Product 603,Sports,374.34,224.6,378,19
604,Books Product 604,Books,306.47,183.88,109,20
605,Home & Garden Product 605,Home & Garden,131.92,79.15,428,22
606,Electronics Product 606,Electronics,108.15,64.89,942,34
607,Sports Product 607,Sports,64.38,38.63,228,27
608,Sports Product 608,Sports,349.24,209.54,869,25
609,Electronics Product 609,Electronics,221.23,132.74,439,1
610,Home & Garden Product 610,Home & Garden,143.63,86.18,231,29
611,Electronics Product 611,Electronics,247.21,148.33,684,45
612,Clothing Product 612,Clothing,197.45,118.47,80,9
613,Sports Product 613,Sports,353.39,212.03,495,1
614,Sports Product 614,Sports,306.68,184.01,936,24
615,Clothing Product 615,Clothing,404.25,242.55,178,7
616,Sports Product 616,Sports,396.82,238.09,834,50
617,Books Product 617,Books,158.26,94.96,0,43
618,Sports Product 618,Sports,314.68,188.81,461,9
619,Books Product 619,Books,218.83,131.3,144,4
620,Home & Garden Product 620,Home & Garden,53.65,32.19,440,11
621,Books Product 621,Books,105.73,63.44,630,49
622,Electronics Product 622,Electronics,325.98,195.59,910,29
623,Books Product 623,Books,463.55,278.13,647,29
624,Home & Garden Product 624,Home & Garden,374.26,224.56,958,36
625,Sports Product 625,Sports,348.22,208.93,503,17
626,Electronics Product 626,Electronics,445.44,267.26,904,8
627,Books Product 627,Books,412.13,247.28,653,24
628,Home & Garden Product 628,Home & Garden,130.91,78.55,123,29
629,Home & Garden Product 629,Home & Garden,169.84,101.9,1,17
630,Sports Product 630,Sports,420.58,252.35,444,8
631,Home & Garden Product 631,Home & Garden,355.94,213.56,554,47
632,Home & Garden Product 632,Home & Garden,33.94,20.36,617,30
633,Clothing Product 633,Clothing,424.24,254.54,488,22
634,Home & Garden Product 634,Home & Garden,179.39,107.63,428,38
635,Electronics Product 635,Electronics,295.12,177.07,91,17
636,Clothing Product 636,Clothing,184.33,110.6,675,49
637,Electronics Product 637,Electronics,312.09,187.25,401,13
638,Sports Product 638,Sports,341.84,205.1,57,14
639,Books Product 639,Books,171.74,103.04,329,11
640,Books Product 640,Books,380.31,228.19,190,13
641,Electronics Product 641,Electronics,470.87,282.52,152,40
642,Books Product 642,Books,495.94,297.56,497,33
643,Clothing Product 643,Clothing,448.08,268.85,880,20
644,Clothing Product 644,Clothing,467.4,280.44,548,45
645,Home & Garden Product 645,Home & Garden,312.62,187.57,110,39
646,Sports Product 646,Sports,442.2,265.32,477,27
647,Clothing Product 647,Clothing,261.0,156.6,524,26
648,Books Product 648,Books,82.53,49.52,342,46
649,Home & Garden Product 649,Home & Garden,121.03,72.62,708,27
650,Clothing Product 650,Clothing,216.26,129.76,180,33
651,Sports Product 651,Sports,57.51,34.51,472,8
652,Sports Product 652,Sports,191.75,115.05,217,41
653,Home & Garden Product 653,Home & Garden,302.51,181.51,340,23
654,Clothing Product 654,Clothing,306.69,184.01,947,24
655,Electronics Product 655,Electronics,218.25,130.95,581,34
656,Books Product 656,Books,175.07,105.04,797,43
657,Clothing Product 657,Clothing,307.39,184.43,551,27
658,Clothing Product 658,Clothing,393.08,235.85,62,39
659,Books Product 659,Books,368.2,220.92,720,10
660,Books Product 660,Books,173.43,104.06,711,41
661,Home & Garden Product 661,Home & Garden,69.49,41.69,594,14
662,Books Product 662,Books,156.61,93.97,224,6
663,Home & Garden Product 663,Home & Garden,449.58,269.75,721,8
664,Home & Garden Product 664,Home & Garden,87.86,52.72,72,23
665,Home & Garden Product 665,Home & Garden,161.91,97.15,894,3
666,Books Product 666,Books,206.68,124.01,862,25
667,Clothing Product 667,Clothing,162.53,97.52,146,36
668,Home & Garden Product 668,Home & Garden,252.37,151.42,33,20
669,Electronics Product 669,Electronics,474.75,284.85,378,11
670,Sports Product 670,Sports,321.94,193.16,476,2
671,Clothing Product 671,Clothing,190.41,114.25,943,30
672,Sports Product 672,Sports,196.38,117.83,833,15
673,Electronics Product 673,Electronics,482.72,289.63,808,43
674,Sports Product 674,Sports,289.47,173.68,622,32
675,Home & Garden Product 675,Home & Garden,47.69,28.61,660,1
676,Books Product 676,Books,23.8,14.28,720,42
677,Home & Garden Product 677,Home & Garden,385.61,231.37,989,7
678,Books Product 678,Books,426.91,256.15,23,32
679,Clothing Product 679,Clothing,415.02,249.01,989,15
680,Home & Garden Product 680,Home & Garden,475.8,285.48,417,7
681,Home & Garden Product 681,Home & Garden,365.93,219.56,278,8
682,Electronics Product 682,Electronics,254.52,152.71,525,10
683,Books Product 683,Books,84.26,50.56,53,38
684,Clothing Product 684,Clothing,413.23,247.94,90,49
685,Clothing Product 685,Clothing,312.91,187.75,4,12
686,Books Product 686,Books,347.25,208.35,45,5
687,Electronics Product 687,Electronics,158.89,95.33,262,44
688,Sports Product 688,Sports,96.48,57.89,585,4
689,Home & Garden Product 689,Home & Garden,499.62,299.77,329,9
690,Clothing Product 690,Clothing,245.98,147.59,192,45
691,Books Product 691,Books,23.68,14.21,627,32
692,Home & Garden Product 692,Home & Garden,245.24,147.14,788,19
693,Home & Garden Product 693,Home & Garden,194.6,116.76,557,19
694,Home & Garden Product 694,Home & Garden,76.84,46.1,391,15
695,Clothing Product 695,Clothing,113.26,67.96,966,16
696,Books Product 696,Books,276.58,165.95,314,47
697,Sports Product 697,Sports,177.9,106.74,584,3
698,Clothing Product 698,Clothing,359.34,215.6,574,13
699,Electronics Product 699,Electronics,283.99,170.39,301,6
700,Clothing Product 700,Clothing,30.16,18.1,432,4
701,Sports Product 701,Sports,334.29,200.57,808,17
702,Home & Garden Product 702,Home & Garden,404.23,242.54,42,13
703,Home & Garden Product 703,Home & Garden,323.02,193.81,579,16
704,Home & Garden Product 704,Home & Garden,464.36,278.62,121,32
705,Sports Product 705,Sports,372.25,223.35,640,13
706,Clothing Product 706,Clothing,149.51,89.71,703,42
707,Clothing Product 707,Clothing,468.29,280.97,725,41
708,Electronics Product 708,Electronics,478.99,287.39,720,30
709,Electronics Product 709,Electronics,278.05,166.83,837,10
710,Electronics Product 710,Electronics,316.52,189.91,544,11
711,Electronics Product 711,Electronics,402.41,241.45,686,2
712,Sports Product 712,Sports,335.92,201.55,582,11
713,Clothing Product 713,Clothing,42.84,25.7,950,25
714,Sports Product 714,Sports,495.79,297.47,681,34
715,Electronics Product 715,Electronics,340.83,204.5,677,2
716,Books Product 716,Books,403.19,241.91,951,4
717,Clothing Product 717,Clothing,463.47,278.08,241,35
718,Books Product 718,Books,128.09,76.85,408,37
719,Sports Product 719,Sports,455.82,273.49,788,44
720,Clothing Product 720,Clothing,400.9,240.54,686,23
721,Sports Product 721,Sports,307.99,184.79,324,16
722,Home & Garden Product 722,Home & Garden,217.31,130.39,276,43
723,Electronics Product 723,Electronics,452.72,271.63,620,42
724,Clothing Product 724,Clothing,180.85,108.51,931,50
725,Sports Product 725,Sports,350.04,210.02,535,26
726,Clothing Product 726,Clothing,300.0,180.0,579,45
727,Sports Product 727,Sports,89.65,53.79,826,2
728,Clothing Product 728,Clothing,123.46,74.08,719,17
729,Books Product 729,Books,80.51,48.31,230,5
730,Sports Product 730,Sports,320.5,192.3,637,5
731,Home & Garden Product 731,Home & Garden,167.18,100.31,621,3
732,Books Product 732,Books,324.92,194.95,670,13
733,Books Product 733,Books,340.69,204.41,785,31
734,Clothing Product 734,Clothing,265.38,159.23,385,40
735,Clothing Product 735,Clothing,311.28,186.77,241,37
736,Electronics Product 736,Electronics,22.03,13.22,870,46
737,Sports Product 737,Sports,120.98,72.59,218,34
738,Clothing Product 738,Clothing,227.88,136.73,993,21
739,Clothing Product 739,Clothing,474.54,284.72,302,35
740,Electronics Product 740,Electronics,430.96,258.58,708,20
741,Books Product 741,Books,200.71,120.43,533,40
742,Books Product 742,Books,355.12,213.07,241,36
743,Home & Garden Product 743,Home & Garden,278.44,167.06,741,22
744,Clothing Product 744,Clothing,23.34,14.0,1,44
745,Electronics Product 745,Electronics,491.18,294.71,716,45
746,Home & Garden Product 746,Home & Garden,342.49,205.49,310,50
747,Home & Garden Product 747,Home & Garden,279.78,167.87,317,32
748,Books Product 748,Books,79.19,47.51,457,18
749,Electronics Product 749,Electronics,189.55,113.73,817,47
750,Books Product 750,Books,429.18,257.51,477,1
751,Clothing Product 751,Clothing,342.48,205.49,174,7
752,Sports Product 752,Sports,233.57,140.14,630,40
753,Electronics Product 753,Electronics,75.63,45.38,796,17
754,Books Product 754,Books,469.72,281.83,542,16
755,Books Product 755,Books,46.48,27.89,984,14
756,Clothing Product 756,Clothing,13.06,7.84,280,7
757,Electronics Product 757,Electronics,122.48,73.49,498,9
758,Books Product 758,Books,383.35,230.01,56,10
759,Books Product 759,Books,232.4,139.44,609,22
760,Sports Product 760,Sports,170.1,102.06,365,8
761,Clothing Product 761,Clothing,221.35,132.81,474,4
762,Electronics Product 762,Electronics,252.0,151.2,621,28
763,Clothing Product 763,Clothing,111.85,67.11,23,12
764,Clothing Product 764,Clothing,180.99,108.59,478,25
765,Sports Product 765,Sports,224.08,134.45,545,40
766,Books Product 766,Books,95.4,57.24,927,11
767,Sports Product 767,Sports,149.98,89.99,164,7
768,Clothing Product 768,Clothing,114.9,68.94,373,37
769,Home & Garden Product 769,Home & Garden,285.24,171.14,654,40
770,Home & Garden Product 770,Home & Garden,481.36,288.82,959,23
771,Sports Product 771,Sports,88.21,52.93,593,11
772,Books Product 772,Books,468.15,280.89,333,39
773,Electronics Product 773,Electronics,295.9,177.54,751,37
774,Home & Garden Product 774,Home & Garden,438.66,263.2,76,49
775,Home & Garden Product 775,Home & Garden,254.24,152.54,940,14
776,Sports Product 776,Sports,219.52,131.71,200,49
777,Sports Product 777,Sports,382.81,229.69,928,46
778,Clothing Product 778,Clothing,180.94,108.56,427,19
779,Books Product 779,Books,183.41,110.05,438,20
780,Sports Product 780,Sports,224.11,134.47,597,23
781,Home & Garden Product 781,Home & Garden,341.72,205.03,497,47
782,Electronics Product 782,Electronics,167.56,100.54,574,27
783,Home & Garden Product 783,Home & Garden,471.12,282.67,53,26
784,Sports Product 784,Sports,303.55,182.13,792,38
785,Sports Product 785,Sports,462.46,277.48,885,22
786,Electronics Product 786,Electronics,58.72,35.23,599,42
787,Electronics Product 787,Electronics,163.38,98.03,140,22
788,Sports Product 788,Sports,256.51,153.91,2,20
789,Clothing Product 789,Clothing,218.13,130.88,386,40
790,Sports Product 790,Sports,312.49,187.49,47,47
791,Books Product 791,Books,33.08,19.85,795,20
792,Sports Product 792,Sports,209.54,125.72,6,45
793,Sports Product 793,Sports,117.98,70.79,721,12
794,Books Product 794,Books,191.93,115.16,733,19
795,Electronics Product 795,Electronics,214.59,128.75,781,30
796,Home & Garden Product 796,Home & Garden,10.03,6.02,817,41
797,Clothing Product 797,Clothing,23.53,14.12,629,11
798,Clothing Product 798,Clothing,173.97,104.38,112,12
799,Clothing Product 799,Clothing,284.93,170.96,178,38
800,Home & Garden Product 800,Home & Garden,140.07,84.04,839,25
801,Clothing Product 801,Clothing,450.03,270.02,387,16
802,Home & Garden Product 802,Home & Garden,478.6,287.16,98,19
803,Books Product 803,Books,237.38,142.43,604,31
804,Electronics Product 804,Electronics,164.41,98.65,99,9
805,Books Product 805,Books,474.44,284.66,282,24
806,Books Product 806,Books,303.16,181.9,747,35
807,Home & Garden Product 807,Home & Garden,119.57,71.74,647,15
808,Home & Garden Product 808,Home & Garden,255.11,153.07,676,19
809,Books Product 809,Books,308.46,185.08,856,39
810,Books Product 810,Books,423.23,253.94,68,28
811,Books Product 811,Books,180.25,108.15,966,23
812,Books Product 812,Books,359.03,215.42,146,9
813,Books Product 813,Books,360.59,216.35,667,44
814,Home & Garden Product 814,Home & Garden,48.79,29.27,7,37
815,Electronics Product 815,Electronics,42.21,25.33,91,32
816,Home & Garden Product 816,Home & Garden,379.49,227.69,468,16
817,Electronics Product 817,Electronics,70.03,42.02,294,39
818,Sports Product 818,Sports,127.02,76.21,433,2
819,Books Product 819,Books,275.96,165.58,735,7
820,Electronics Product 820,Electronics,164.11,98.47,2,19
821,Home & Garden Product 821,Home & Garden,306.53,183.92,398,41
822,Electronics Product 822,Electronics,313.04,187.82,463,42
823,Home & Garden Product 823,Home & Garden,40.18,24.11,867,46
824,Home & Garden Product 824,Home & Garden,312.33,187.4,375,50
825,Books Product 825,Books,111.89,67.13,932,44
826,Home & Garden Product 826,Home & Garden,185.23,111.14,753,18
827,Clothing Product 827,Clothing,53.62,32.17,733,20
828,Clothing Product 828,Clothing,18.18,10.91,521,19
829,Electronics Product 829,Electronics,439.44,263.66,191,35
830,Sports Product 830,Sports,167.06,100.24,583,3
831,Sports Product 831,Sports,278.12,166.87,178,21
832,Home & Garden Product 832,Home & Garden,27.07,16.24,382,20
833,Electronics Product 833,Electronics,173.95,104.37,908,8
834,Books Product 834,Books,33.6,20.16,209,30
835,Home & Garden Product 835,Home & Garden,419.11,251.47,777,30
836,Electronics Product 836,Electronics,491.33,294.8,875,29
837,Books Product 837,Books,497.7,298.62,673,2
838,Sports Product 838,Sports,55.41,33.25,686,28
839,Books Product 839,Books,145.04,87.02,216,49
840,Home & Garden Product 840,Home & Garden,409.97,245.98,175,35
841,Home & Garden Product 841,Home & Garden,396.21,237.73,569,14
842,Sports Product 842,Sports,425.44,255.26,320,50
843,Home & Garden Product 843,Home & Garden,298.1,178.86,373,35
844,Clothing Product 844,Clothing,247.35,148.41,754,4
845,Sports Product 845,Sports,295.68,177.41,866,9
846,Clothing Product 846,Clothing,213.77,128.26,858,43
847,Electronics Product 847,Electronics,412.11,247.27,397,37
848,Home & Garden Product 848,Home & Garden,303.04,181.82,445,2
849,Books Product 849,Books,326.05,195.63,509,28
850,Electronics Product 850,Electronics,19.52,11.71,173,46
851,Clothing Product 851,Clothing,183.52,110.11,78,43
852,Clothing Product 852,Clothing,23.29,13.97,638,49
853,Home & Garden Product 853,Home & Garden,189.07,113.44,600,46
854,Sports Product 854,Sports,295.93,177.56,342,50
855,Sports Product 855,Sports,110.69,66.41,267,39
856,Home & Garden Product 856,Home & Garden,441.6,264.96,575,23
857,Sports Product 857,Sports,108.21,64.93,488,23
858,Books Product 858,Books,434.63,260.78,711,47
859,Home & Garden Product 859,Home & Garden,300.21,180.13,87,16
860,Books Product 860,Books,370.38,222.23,911,46
861,Books Product 861,Books,254.03,152.42,2,8
862,Books Product 862,Books,262.77,157.66,644,43
863,Electronics Product 863,Electronics,68.79,41.27,236,15
864,Sports Product 864,Sports,308.95,185.37,898,43
865,Clothing Product 865,Clothing,112.15,67.29,96,18
866,Clothing Product 866,Clothing,91.55,54.93,83,41
867,Sports Product 867,Sports,16.1,9.66,476,49
868,Electronics Product 868,Electronics,80.83,48.5,515,32
869,Books Product 869,Books,213.97,128.38,251,48
870,Books Product 870,Books,247.8,148.68,832,40
871,Electronics Product 871,Electronics,422.42,253.45,742,5
872,Clothing Product 872,Clothing,340.78,204.47,176,12
873,Electronics Product 873,Electronics,416.96,250.18,960,10
874,Clothing Product 874,Clothing,440.8,264.48,312,19
875,Books Product 875,Books,153.93,92.36,833,46
876,Clothing Product 876,Clothing,432.15,259.29,114,39
877,Sports Product 877,Sports,262.3,157.38,897,50
878,Books Product 878,Books,58.07,34.84,901,17
879,Books Product 879,Books,183.1,109.86,114,49
880,Electronics Product 880,Electronics,402.6,241.56,995,10
881,Home & Garden Product 881,Home & Garden,495.9,297.54,605,2
882,Electronics Product 882,Electronics,354.62,212.77,886,41
883,Clothing Product 883,Clothing,260.49,156.29,168,9
884,Home & Garden Product 884,Home & Garden,384.78,230.87,510,3
885,Electronics Product 885,Electronics,274.2,164.52,799,42
886,Clothing Product 886,Clothing,427.41,256.45,804,7
887,Clothing Product 887,Clothing,252.27,151.36,692,18
888,Clothing Product 888,Clothing,136.15,81.69,229,4
889,Home & Garden Product 889,Home & Garden,372.04,223.22,484,37
890,Clothing Product 890,Clothing,172.73,103.64,826,41
891,Electronics Product 891,Electronics,254.03,152.42,228,16
892,Home & Garden Product 892,Home & Garden,265.07,159.04,238,27
893,Books Product 893,Books,90.01,54.01,166,4
894,Electronics Product 894,Electronics,317.8,190.68,342,10
895,Books Product 895,Books,478.43,287.06,705,32
896,Books Product 896,Books,215.04,129.02,376,19
897,Sports Product 897,Sports,96.09,57.65,94,25
898,Sports Product 898,Sports,14.26,8.56,54,27
899,Clothing Product 899,Clothing,31.34,18.8,140,7
900,Clothing Product 900,Clothing,141.24,84.74,468,50
901,Sports Product 901,Sports,222.03,133.22,736,41
902,Home & Garden Product 902,Home & Garden,337.23,202.34,218,25
903,Clothing Product 903,Clothing,415.78,249.47,130,8
904,Clothing Product 904,Clothing,445.43,267.26,340,3
905,Electronics Product 905,Electronics,61.39,36.83,277,17
906,Books Product 906,Books,194.72,116.83,941,45
907,Books Product 907,Books,169.85,101.91,604,9
908,Books Product 908,Books,50.48,30.29,845,34
909,Home & Garden Product 909,Home & Garden,259.28,155.57,599,38
910,Home & Garden Product 910,Home & Garden,184.43,110.66,684,47
911,Books Product 911,Books,146.22,87.73,608,29
912,Clothing Product 912,Clothing,182.38,109.43,477,10
913,Electronics Product 913,Electronics,151.53,90.92,256,20
914,Clothing Product 914,Clothing,342.66,205.6,458,24
915,Sports Product 915,Sports,123.16,73.9,263,38
916,Electronics Product 916,Electronics,471.25,282.75,832,25
917,Home & Garden Product 917,Home & Garden,59.44,35.66,290,20
918,Home & Garden Product 918,Home & Garden,159.53,95.72,710,24
919,Sports Product 919,Sports,161.64,96.98,69,19
920,Home & Garden Product 920,Home & Garden,88.43,53.06,137,46
921,Books Product 921,Books,380.54,228.32,546,43
922,Sports Product 922,Sports,156.02,93.61,325,2
923,Books Product 923,Books,309.08,185.45,916,2
924,Home & Garden Product 924,Home & Garden,126.73,76.04,84,31
925,Books Product 925,Books,153.94,92.36,78,16
926,Books Product 926,Books,57.98,34.79,795,28
927,Books Product 927,Books,312.55,187.53,511,22
928,Home & Garden Product 928,Home & Garden,268.2,160.92,630,14
929,Sports Product 929,Sports,247.6,148.56,916,9
930,Sports Product 930,Sports,371.53,222.92,370,17
931,Clothing Product 931,Clothing,89.98,53.99,118,11
932,Home & Garden Product 932,Home & Garden,485.64,291.38,814,1
933,Clothing Product 933,Clothing,427.39,256.43,693,14
934,Home & Garden Product 934,Home & Garden,381.06,228.64,190,19
935,Sports Product 935,Sports,77.35,46.41,235,30
936,Clothing Product 936,Clothing,31.35,18.81,304,5
937,Books Product 937,Books,246.68,148.01,221,31
938,Electronics Product 938,Electronics,472.05,283.23,53,28
939,Clothing Product 939,Clothing,88.99,53.39,610,39
940,Books Product 940,Books,335.38,201.23,568,32
941,Sports Product 941,Sports,112.77,67.66,978,24
942,Clothing Product 942,Clothing,57.52,34.51,0,34
943,Home & Garden Product 943,Home & Garden,458.87,275.32,193,41
944,Sports Product 944,Sports,189.2,113.52,698,35
945,Clothing Product 945,Clothing,484.98,290.99,966,15
946,Clothing Product 946,Clothing,474.27,284.56,540,39
947,Home & Garden Product 947,Home & Garden,402.05,241.23,789,50
948,Home & Garden Product 948,Home & Garden,440.72,264.43,744,4
949,Books Product 949,Books,266.43,159.86,783,33
950,Books Product 950,Books,355.86,213.52,592,34
951,Electronics Product 951,Electronics,268.61,161.17,933,7
952,Books Product 952,Books,313.97,188.38,185,36
953,Electronics Product 953,Electronics,253.49,152.09,910,46
954,Books Product 954,Books,125.22,75.13,138,50
955,Electronics Product 955,Electronics,211.75,127.05,194,13
956,Books Product 956,Books,375.15,225.09,914,21
957,Home & Garden Product 957,Home & Garden,102.16,61.3,316,13
958,Clothing Product 958,Clothing,149.06,89.44,693,30
959,Electronics Product 959,Electronics,386.64,231.98,455,9
960,Electronics Product 960,Electronics,142.49,85.49,848,37
961,Clothing Product 961,Clothing,100.77,60.46,151,18
962,Clothing Product 962,Clothing,415.7,249.42,994,50
963,Electronics Product 963,Electronics,434.29,260.57,627,42
964,Electronics Product 964,Electronics,343.54,206.12,988,49
965,Sports Product 965,Sports,120.24,72.14,385,13
966,Clothing Product 966,Clothing,75.55,45.33,663,15
967,Electronics Product 967,Electronics,332.25,199.35,671,43
968,Sports Product 968,Sports,384.8,230.88,174,20
969,Home & Garden Product 969,Home & Garden,245.26,147.16,244,37
970,Electronics Product 970,Electronics,462.17,277.3,121,9
971,Electronics Product 971,Electronics,456.25,273.75,171,24
972,Sports Product 972,Sports,313.52,188.11,552,38
973,Sports Product 973,Sports,467.92,280.75,79,4
974,Clothing Product 974,Clothing,158.61,95.17,114,37
975,Books Product 975,Books,419.67,251.8,674,12
976,Sports Product 976,Sports,384.97,230.98,287,19
977,Books Product 977,Books,186.38,111.83,38,29
978,Sports Product 978,Sports,289.56,173.74,643,5
979,Home & Garden Product 979,Home & Garden,80.24,48.14,927,35
980,Clothing Product 980,Clothing,51.78,31.07,956,50
981,Books Product 981,Books,237.12,142.27,518,37
982,Home & Garden Product 982,Home & Garden,62.3,37.38,415,23
983,Electronics Product 983,Electronics,466.3,279.78,900,35
984,Electronics Product 984,Electronics,35.79,21.47,282,19
985,Electronics Product 985,Electronics,378.2,226.92,477,29
986,Sports Product 986,Sports,38.96,23.38,681,9
987,Clothing Product 987,Clothing,57.68,34.61,140,22
988,Sports Product 988,Sports,190.27,114.16,25,3
989,Electronics Product 989,Electronics,115.65,69.39,880,27
990,Books Product 990,Books,180.92,108.55,881,20
991,Clothing Product 991,Clothing,296.94,178.16,953,31
992,Clothing Product 992,Clothing,278.86,167.32,878,29
993,Electronics Product 993,Electronics,375.09,225.05,559,18
994,Home & Garden Product 994,Home & Garden,256.43,153.86,886,25
995,Clothing Product 995,Clothing,431.88,259.13,948,12
996,Electronics Product 996,Electronics,95.28,57.17,824,5
997,Books Product 997,Books,87.88,52.73,416,13
998,Sports Product 998,Sports,486.34,291.8,338,8
999,Electronics Product 999,Electronics,78.28,46.97,679,34
1000,Electronics Product 1000,Electronics,374.53,224.72,210,49
