order_id,customer_id,order_date,order_status,payment_method,shipping_cost
11784,732,2025-08-21 18:17:39,Completed,PayPal,23.21
11785,8937,2024-12-27 18:17:39,Cancelled,Bank Transfer,5.25
11786,8321,2025-06-30 18:17:39,Completed,PayPal,22.4
11787,9253,2025-05-23 18:17:39,Pending,Credit Card,5.73
11788,8678,2025-10-16 18:17:39,Pending,PayPal,13.72
11789,6178,2025-03-31 18:17:39,Completed,Credit Card,20.3
11790,1811,2025-04-27 18:17:39,Completed,Bank Transfer,24.24
11791,9927,2025-03-11 18:17:39,Completed,PayPal,10.85
11792,5813,2025-10-15 18:17:39,Completed,Credit Card,16.24
11793,2558,2025-02-11 18:17:39,Pending,Bank Transfer,14.79
11794,2134,2025-12-21 18:17:39,Completed,PayPal,5.62
11795,8973,2025-08-18 18:17:39,Cancelled,Bank Transfer,24.66
11796,7508,2025-04-03 18:17:39,Pending,Credit Card,20.96
11797,7474,2025-06-05 18:17:39,Cancelled,Bank Transfer,11.49
11798,2190,2025-05-14 18:17:39,Pending,PayPal,16.03
11799,6589,2025-09-05 18:17:39,Pending,Bank Transfer,20.2
11800,3545,2025-07-23 18:17:39,Completed,PayPal,9.53
11801,9279,2025-12-25 18:17:39,Pending,PayPal,10.1
11802,3288,2025-06-09 18:17:39,Pending,Bank Transfer,14.17
11803,4900,2025-03-05 18:17:39,Cancelled,Credit Card,7.79
11804,3288,2025-01-04 18:17:39,Completed,Credit Card,6.73
11805,3792,2025-01-12 18:17:39,Completed,Credit Card,20.44
11806,5827,2025-07-01 18:17:39,Completed,Credit Card,7.33
11807,9348,2025-03-20 18:17:39,Completed,PayPal,21.52
11808,7035,2025-07-26 18:17:39,Completed,Credit Card,15.53
11809,4351,2025-03-14 18:17:39,Cancelled,PayPal,19.25
11810,9020,2025-10-03 18:17:39,Completed,PayPal,10.61
11811,761,2025-07-16 18:17:39,Cancelled,PayPal,15.93
11812,6280,2025-12-16 18:17:39,Cancelled,Bank Transfer,20.16
11813,4382,2025-04-27 18:17:39,Completed,Bank Transfer,16.75
11814,5936,2025-10-31 18:17:39,Pending,Bank Transfer,12.09
11815,2735,2025-12-07 18:17:39,Completed,Credit Card,21.49
11816,7703,2025-01-31 18:17:39,Completed,PayPal,13.73
11817,7324,2025-08-26 18:17:39,Completed,Credit Card,15.92
11818,831,2025-08-18 18:17:39,Cancelled,PayPal,15.94
11819,3228,2025-06-08 18:17:39,Completed,Credit Card,24.71
11820,1287,2025-01-03 18:17:39,Pending,PayPal,23.0
11821,1414,2025-03-27 18:17:39,Cancelled,Credit Card,22.27
11822,4522,2025-02-27 18:17:39,Completed,Credit Card,22.41
11823,446,2025-10-13 18:17:39,Pending,Credit Card,22.31
11824,5244,2025-10-01 18:17:39,Pending,Bank Transfer,8.05
11825,1204,2025-03-10 18:17:39,Cancelled,PayPal,17.29
11826,6968,2025-01-03 18:17:39,Completed,Bank Transfer,16.91
11827,8987,2025-10-27 18:17:39,Cancelled,Bank Transfer,22.04
11828,5949,2025-11-21 18:17:39,Completed,Credit Card,11.76
11829,2188,2025-07-05 18:17:39,Pending,PayPal,7.24
11830,2994,2025-03-14 18:17:39,Cancelled,Credit Card,11.28
11831,4373,2025-11-12 18:17:39,Pending,Credit Card,17.28
11832,9733,2025-09-27 18:17:39,Pending,Bank Transfer,14.14
11833,5392,2025-10-08 18:17:39,Completed,PayPal,8.88
11834,6750,2025-03-28 18:17:39,Completed,Credit Card,12.76
11835,527,2025-01-01 18:17:39,Completed,PayPal,22.02
11836,3291,2025-02-27 18:17:39,Completed,PayPal,19.99
11837,5641,2025-12-23 18:17:39,Completed,Credit Card,19.79
11838,1794,2025-12-07 18:17:39,Completed,Credit Card,21.27
11839,154,2024-12-28 18:17:39,Completed,Credit Card,17.51
11840,7204,2025-01-20 18:17:39,Cancelled,Bank Transfer,18.36
11841,1965,2025-08-29 18:17:39,Completed,Bank Transfer,17.05
11842,8926,2025-09-17 18:17:39,Completed,Credit Card,7.62
11843,9490,2025-09-24 18:17:39,Completed,PayPal,10.91
11844,1271,2025-03-25 18:17:39,Completed,Credit Card,14.23
11845,7416,2025-04-10 18:17:39,Completed,Bank Transfer,14.77
11846,7834,2025-06-10 18:17:39,Pending,PayPal,8.65
11847,3535,2025-08-08 18:17:39,Cancelled,PayPal,14.9
11848,6248,2025-07-19 18:17:39,Completed,Bank Transfer,14.09
11849,3863,2025-08-14 18:17:39,Completed,Credit Card,22.46
11850,5480,2025-05-05 18:17:39,Pending,Credit Card,20.26
11851,4563,2025-01-11 18:17:39,Completed,Bank Transfer,16.98
11852,5913,2025-11-11 18:17:39,Cancelled,Credit Card,5.17
11853,9127,2025-12-13 18:17:39,Completed,PayPal,19.93
11854,8760,2025-09-17 18:17:39,Pending,Credit Card,11.59
11855,6070,2025-07-04 18:17:39,Completed,PayPal,23.69
11856,3887,2025-06-10 18:17:39,Cancelled,Credit Card,22.49
11857,977,2025-08-19 18:17:39,Pending,PayPal,14.74
11858,8525,2025-12-17 18:17:39,Cancelled,Bank Transfer,22.82
11859,6682,2025-09-13 18:17:39,Completed,Credit Card,21.2
11860,8097,2025-06-13 18:17:39,Cancelled,PayPal,18.51
11861,6360,2025-07-16 18:17:39,Completed,Credit Card,11.08
11862,9808,2025-07-17 18:17:39,Completed,Credit Card,14.2
11863,7718,2025-07-13 18:17:39,Completed,Bank Transfer,18.97
11864,115,2025-06-24 18:17:39,Pending,Credit Card,15.5
11865,1968,2025-01-27 18:17:39,Cancelled,Credit Card,9.15
11866,3263,2025-05-31 18:17:39,Completed,Bank Transfer,13.37
11867,5072,2025-04-14 18:17:39,Completed,Credit Card,7.34
11868,8910,2025-06-10 18:17:39,Completed,Bank Transfer,8.04
11869,6617,2025-05-11 18:17:39,Completed,Credit Card,21.53
11870,842,2025-11-01 18:17:39,Completed,Bank Transfer,15.78
11871,8827,2025-07-09 18:17:39,Cancelled,PayPal,8.17
11872,65,2025-11-04 18:17:39,Cancelled,PayPal,14.03
11873,8653,2025-12-12 18:17:39,Completed,Bank Transfer,21.01
11874,349,2025-02-15 18:17:39,Completed,Credit Card,24.76
11875,4066,2025-01-27 18:17:39,Completed,Bank Transfer,10.16
11876,6712,2025-10-26 18:17:39,Pending,Bank Transfer,8.8
11877,7898,2025-02-28 18:17:39,Pending,PayPal,14.7
11878,148,2025-11-10 18:17:39,Pending,PayPal,7.84
11879,2308,2025-05-01 18:17:39,Completed,Credit Card,8.31
11880,1967,2025-04-05 18:17:39,Cancelled,Credit Card,18.05
11881,1024,2025-04-01 18:17:39,Completed,Bank Transfer,8.21
11882,9328,2025-01-31 18:17:39,Completed,Bank Transfer,13.57
11883,3854,2025-04-15 18:17:39,Completed,Credit Card,13.05
11884,212,2025-10-21 18:17:39,Pending,Credit Card,6.78
11885,9548,2025-11-26 18:17:39,Completed,Bank Transfer,5.67
11886,8485,2025-08-06 18:17:39,Cancelled,Credit Card,18.05
11887,5273,2025-07-08 18:17:39,Completed,Bank Transfer,20.25
11888,3284,2025-11-17 18:17:39,Cancelled,Bank Transfer,13.21
11889,1755,2025-07-15 18:17:39,Completed,PayPal,21.61
11890,8735,2025-11-14 18:17:39,Pending,Bank Transfer,20.09
11891,2644,2025-11-05 18:17:39,Completed,PayPal,11.59
11892,8826,2025-03-28 18:17:39,Cancelled,Credit Card,7.24
11893,3635,2025-06-25 18:17:39,Cancelled,Credit Card,17.59
11894,1728,2025-04-05 18:17:39,Pending,PayPal,14.79
11895,5291,2025-10-21 18:17:39,Completed,Bank Transfer,15.97
11896,9819,2025-03-22 18:17:39,Cancelled,Bank Transfer,10.13
11897,9019,2025-04-05 18:17:39,Completed,Credit Card,7.11
11898,9602,2025-04-21 18:17:39,Cancelled,Bank Transfer,22.09
11899,3315,2025-11-23 18:17:39,Pending,Credit Card,11.44
11900,754,2025-08-19 18:17:39,Completed,PayPal,24.72
11901,7844,2025-01-31 18:17:39,Pending,Credit Card,18.41
11902,5159,2025-07-12 18:17:39,Completed,PayPal,22.48
11903,5839,2025-08-29 18:17:39,Cancelled,Credit Card,12.72
11904,7543,2025-05-20 18:17:39,Completed,Bank Transfer,5.44
11905,8239,2025-11-20 18:17:39,Completed,PayPal,5.92
11906,2246,2025-12-13 18:17:39,Completed,Credit Card,6.65
11907,9703,2025-12-09 18:17:39,Completed,Credit Card,19.5
11908,780,2025-03-14 18:17:39,Pending,PayPal,16.45
11909,1714,2025-10-29 18:17:39,Completed,PayPal,14.74
11910,6398,2025-06-19 18:17:39,Completed,Bank Transfer,17.79
11911,1577,2025-12-15 18:17:39,Completed,PayPal,11.89
11912,2623,2025-05-10 18:17:39,Completed,Bank Transfer,24.81
11913,4878,2025-04-10 18:17:39,Completed,PayPal,24.32
11914,8880,2025-11-27 18:17:39,Completed,Bank Transfer,5.4
11915,630,2025-07-21 18:17:39,Completed,Bank Transfer,15.78
11916,1253,2025-06-17 18:17:39,Cancelled,PayPal,20.35
11917,5596,2025-10-09 18:17:39,Completed,PayPal,23.4
11918,1027,2025-12-10 18:17:39,Cancelled,Bank Transfer,17.7
11919,4822,2025-04-11 18:17:39,Pending,Bank Transfer,21.98
11920,7942,2025-06-26 18:17:39,Cancelled,Credit Card,5.88
11921,6379,2025-07-26 18:17:39,Completed,Credit Card,14.76
11922,1407,2025-12-15 18:17:39,Completed,Credit Card,5.21
11923,799,2025-11-23 18:17:39,Pending,PayPal,9.89
11924,2073,2025-02-10 18:17:39,Completed,PayPal,13.66
11925,516,2025-02-25 18:17:39,Pending,Credit Card,12.98
11926,4369,2025-07-04 18:17:39,Completed,PayPal,7.36
11927,2929,2025-06-17 18:17:39,Completed,PayPal,9.3
11928,8465,2025-11-22 18:17:39,Completed,Credit Card,17.91
11929,6138,2025-01-11 18:17:39,Completed,Credit Card,14.66
11930,8924,2025-04-20 18:17:39,Completed,Credit Card,12.78
11931,5594,2025-03-11 18:17:39,Completed,PayPal,19.65
11932,9883,2025-12-25 18:17:39,Completed,Bank Transfer,8.42
11933,2791,2025-01-24 18:17:39,Cancelled,Credit Card,24.79
11934,2650,2025-05-17 18:17:39,Completed,Bank Transfer,5.56
11935,2701,2025-12-12 18:17:39,Completed,Credit Card,7.04
11936,7395,2025-10-04 18:17:39,Completed,PayPal,17.91
11937,7839,2024-12-27 18:17:39,Completed,Credit Card,16.78
11938,4910,2025-06-11 18:17:39,Completed,PayPal,10.06
11939,6959,2025-04-06 18:17:39,Cancelled,Bank Transfer,22.34
11940,4769,2025-04-29 18:17:39,Completed,Credit Card,18.46
11941,9126,2025-03-11 18:17:39,Completed,PayPal,13.81
11942,6038,2025-03-21 18:17:39,Pending,PayPal,9.97
11943,612,2025-07-15 18:17:39,Completed,Credit Card,10.98
11944,1970,2025-11-02 18:17:39,Completed,Bank Transfer,14.15
11945,3134,2025-04-18 18:17:39,Cancelled,PayPal,18.24
11946,5551,2025-01-12 18:17:39,Completed,Credit Card,23.0
11947,5900,2025-04-27 18:17:39,Completed,Credit Card,12.37
11948,7761,2025-05-28 18:17:39,Cancelled,PayPal,16.11
11949,7136,2025-12-14 18:17:39,Pending,PayPal,8.98
11950,1725,2025-04-15 18:17:39,Completed,PayPal,6.41
11951,6003,2025-06-17 18:17:39,Completed,Bank Transfer,8.43
11952,4531,2024-12-28 18:17:39,Cancelled,Credit Card,11.02
11953,5712,2025-02-03 18:17:39,Completed,Bank Transfer,6.89
11954,5259,2025-09-29 18:17:39,Pending,Credit Card,17.13
11955,2817,2025-08-04 18:17:39,Completed,PayPal,20.56
11956,3017,2025-08-10 18:17:39,Completed,Credit Card,7.77
11957,9213,2025-06-06 18:17:39,Completed,Bank Transfer,13.33
11958,5594,2025-01-09 18:17:39,Completed,Bank Transfer,16.54
11959,3533,2025-12-10 18:17:39,Completed,PayPal,14.6
11960,33,2025-11-14 18:17:39,Cancelled,Bank Transfer,13.92
11961,4312,2025-08-15 18:17:39,Pending,PayPal,24.05
11962,8607,2025-07-19 18:17:39,Cancelled,Credit Card,18.68
11963,4249,2025-04-09 18:17:39,Completed,PayPal,14.57
11964,6918,2025-02-11 18:17:39,Completed,PayPal,9.53
11965,3623,2025-09-14 18:17:39,Completed,Credit Card,12.44
11966,6673,2025-09-21 18:17:39,Cancelled,PayPal,18.5
11967,4605,2025-05-27 18:17:39,Completed,PayPal,21.65
11968,7498,2025-02-28 18:17:39,Pending,PayPal,17.12
11969,5327,2025-06-06 18:17:39,Completed,Bank Transfer,24.18
11970,8901,2024-12-30 18:17:39,Pending,Credit Card,14.77
11971,6916,2025-12-22 18:17:39,Completed,Credit Card,8.61
11972,7181,2025-11-19 18:17:39,Completed,Bank Transfer,7.3
11973,8096,2025-08-26 18:17:39,Cancelled,PayPal,19.95
11974,4732,2025-10-31 18:17:39,Pending,PayPal,19.61
11975,5334,2025-09-20 18:17:39,Cancelled,Bank Transfer,20.64
11976,4953,2025-11-01 18:17:39,Completed,Credit Card,18.48
11977,8108,2025-07-05 18:17:39,Cancelled,PayPal,13.88
11978,4120,2025-01-10 18:17:39,Cancelled,Bank Transfer,18.33
11979,2598,2025-07-17 18:17:39,Completed,Bank Transfer,9.19
11980,6527,2025-11-07 18:17:39,Completed,Credit Card,19.32
11981,8456,2025-06-05 18:17:39,Completed,Credit Card,12.03
11982,6750,2025-02-25 18:17:39,Completed,Bank Transfer,21.77
11983,5250,2025-05-20 18:17:39,Completed,Credit Card,14.03
11984,6053,2025-06-30 18:17:39,Cancelled,Bank Transfer,21.51
11985,9928,2025-10-10 18:17:39,Completed,PayPal,24.93
11986,7862,2025-01-18 18:17:39,Completed,PayPal,22.31
11987,733,2025-06-24 18:17:39,Completed,Bank Transfer,23.15
11988,5974,2025-11-05 18:17:39,Pending,Bank Transfer,9.85
11989,971,2025-01-20 18:17:39,Completed,PayPal,23.94
11990,1931,2025-09-08 18:17:39,Completed,PayPal,22.64
11991,1253,2025-05-04 18:17:39,Pending,PayPal,16.0
11992,6413,2025-01-02 18:17:39,Completed,Bank Transfer,22.47
11993,811,2025-02-03 18:17:39,Completed,Bank Transfer,7.19
11994,3046,2025-11-15 18:17:39,Cancelled,PayPal,6.04
11995,7309,2025-10-18 18:17:39,Completed,Credit Card,5.42
11996,259,2025-03-04 18:17:39,Completed,Credit Card,13.54
11997,3366,2025-07-17 18:17:39,Completed,Credit Card,12.97
11998,8453,2025-05-18 18:17:39,Pending,PayPal,19.98
11999,172,2025-07-10 18:17:39,Cancelled,Bank Transfer,9.79
12000,1678,2025-12-15 18:17:39,Completed,Credit Card,15.95
12001,5199,2025-04-10 18:17:39,Cancelled,PayPal,7.29
12002,7202,2025-04-18 18:17:39,Completed,Credit Card,13.29
12003,3176,2025-10-10 18:17:39,Completed,PayPal,7.5
12004,113,2025-12-24 18:17:39,Completed,Bank Transfer,24.67
12005,7064,2025-04-16 18:17:39,Pending,PayPal,5.83
12006,2759,2025-09-07 18:17:39,Completed,Credit Card,17.64
12007,1927,2024-12-29 18:17:39,Completed,Bank Transfer,24.96
12008,5583,2025-10-04 18:17:39,Completed,Bank Transfer,17.15
12009,8695,2025-03-24 18:17:39,Pending,Bank Transfer,8.27
12010,6672,2025-06-05 18:17:39,Pending,Bank Transfer,5.7
12011,4665,2025-03-11 18:17:39,Cancelled,PayPal,5.25
12012,8735,2025-09-30 18:17:39,Completed,Credit Card,13.69
12013,1161,2025-08-17 18:17:39,Pending,PayPal,9.22
12014,4452,2025-08-27 18:17:39,Completed,Bank Transfer,9.87
12015,2911,2025-11-27 18:17:39,Completed,PayPal,17.72
12016,8621,2025-11-20 18:17:39,Completed,Bank Transfer,21.53
12017,7580,2025-02-19 18:17:39,Cancelled,Bank Transfer,9.58
12018,3813,2025-12-24 18:17:39,Completed,Credit Card,7.11
12019,2745,2025-08-21 18:17:39,Completed,PayPal,5.7
12020,5151,2025-05-24 18:17:39,Completed,Bank Transfer,17.05
12021,8629,2025-06-12 18:17:39,Pending,PayPal,5.79
12022,3041,2025-02-08 18:17:39,Completed,PayPal,10.03
12023,4805,2025-08-28 18:17:39,Cancelled,PayPal,23.09
12024,6547,2025-02-19 18:17:39,Cancelled,PayPal,14.58
12025,4785,2025-04-29 18:17:39,Cancelled,PayPal,13.19
12026,2098,2025-06-28 18:17:39,Completed,Credit Card,20.27
12027,8212,2025-05-19 18:17:39,Completed,Credit Card,15.92
12028,1355,2025-09-11 18:17:39,Completed,Credit Card,15.29
12029,2924,2025-05-11 18:17:39,Completed,Bank Transfer,18.74
12030,3289,2025-02-09 18:17:39,Completed,PayPal,7.13
12031,694,2025-10-30 18:17:39,Completed,PayPal,15.6
12032,9512,2025-05-12 18:17:39,Completed,Bank Transfer,23.3
12033,9900,2025-08-24 18:17:39,Pending,PayPal,18.9
12034,864,2025-11-28 18:17:39,Completed,Bank Transfer,24.87
12035,7448,2025-12-17 18:17:39,Completed,Credit Card,11.73
12036,768,2025-04-03 18:17:39,Cancelled,Bank Transfer,13.67
12037,8241,2025-12-26 18:17:39,Completed,Credit Card,6.4
12038,9103,2025-03-12 18:17:39,Completed,Bank Transfer,23.25
12039,7440,2025-05-06 18:17:39,Completed,PayPal,19.74
12040,4222,2025-10-14 18:17:39,Completed,Bank Transfer,8.38
12041,7396,2025-05-03 18:17:39,Completed,Bank Transfer,17.64
12042,6438,2025-03-02 18:17:39,Completed,Credit Card,18.72
12043,2077,2025-10-22 18:17:39,Completed,Bank Transfer,10.65
12044,6065,2025-02-14 18:17:39,Completed,Bank Transfer,6.42
12045,9824,2025-09-30 18:17:39,Cancelled,PayPal,18.29
12046,8615,2025-06-03 18:17:39,Pending,Bank Transfer,18.98
12047,689,2025-12-23 18:17:39,Pending,Credit Card,19.12
12048,3942,2025-01-05 18:17:39,Completed,Credit Card,12.13
12049,492,2025-02-18 18:17:39,Completed,Bank Transfer,16.74
12050,4181,2025-08-25 18:17:39,Pending,PayPal,17.19
12051,4564,2025-06-24 18:17:39,Pending,PayPal,8.21
12052,713,2025-11-26 18:17:39,Completed,Credit Card,24.88
12053,7094,2025-09-27 18:17:39,Completed,Credit Card,23.6
12054,6860,2025-10-24 18:17:39,Pending,Credit Card,8.9
12055,7243,2025-04-30 18:17:39,Completed,Credit Card,11.47
12056,7850,2025-02-04 18:17:39,Completed,Credit Card,19.35
12057,3746,2025-06-04 18:17:39,Pending,PayPal,18.75
12058,4597,2025-08-24 18:17:39,Completed,Bank Transfer,16.44
12059,2674,2025-04-04 18:17:39,Cancelled,Bank Transfer,21.61
12060,1585,2025-11-24 18:17:39,Completed,Bank Transfer,24.15
12061,3540,2025-08-12 18:17:39,Completed,Bank Transfer,24.92
12062,8918,2025-02-24 18:17:39,Cancelled,PayPal,12.87
12063,2725,2025-03-13 18:17:39,Completed,Credit Card,15.49
12064,1440,2025-05-18 18:17:39,Completed,Credit Card,21.63
12065,3506,2025-01-07 18:17:39,Pending,Bank Transfer,23.99
12066,4457,2025-10-02 18:17:39,Completed,PayPal,20.22
12067,1337,2025-05-06 18:17:39,Cancelled,PayPal,12.76
12068,4789,2025-07-18 18:17:39,Completed,PayPal,20.68
12069,1477,2025-05-06 18:17:39,Completed,PayPal,11.04
12070,6332,2025-12-10 18:17:39,Completed,Credit Card,6.03
12071,2079,2025-08-25 18:17:39,Completed,Credit Card,7.69
12072,5606,2025-08-05 18:17:39,Cancelled,PayPal,12.71
12073,4682,2025-07-15 18:17:39,Cancelled,PayPal,12.82
12074,4224,2025-03-21 18:17:39,Pending,PayPal,17.89
12075,1012,2025-06-05 18:17:39,Completed,Credit Card,19.88
12076,2786,2024-12-31 18:17:39,Completed,Credit Card,19.41
12077,76,2025-01-04 18:17:39,Cancelled,Bank Transfer,24.47
12078,8785,2025-11-06 18:17:39,Completed,Bank Transfer,13.09
12079,1860,2025-06-14 18:17:39,Pending,PayPal,10.79
12080,4319,2025-03-01 18:17:39,Cancelled,Bank Transfer,6.89
12081,2017,2025-09-14 18:17:39,Completed,PayPal,21.43
12082,2952,2025-10-22 18:17:39,Cancelled,Bank Transfer,19.58
12083,2867,2025-01-03 18:17:39,Completed,Credit Card,22.52
12084,2062,2025-03-28 18:17:39,Cancelled,PayPal,7.31
12085,1306,2025-07-26 18:17:39,Completed,Bank Transfer,15.32
12086,7969,2025-10-04 18:17:39,Cancelled,Bank Transfer,21.72
12087,3704,2025-11-22 18:17:39,Pending,Credit Card,20.42
12088,2981,2025-01-11 18:17:39,Completed,PayPal,9.2
12089,5434,2025-04-24 18:17:39,Cancelled,PayPal,11.31
12090,4609,2024-12-30 18:17:39,Completed,Bank Transfer,14.34
12091,8734,2025-07-25 18:17:39,Completed,Bank Transfer,24.1
12092,6821,2025-01-17 18:17:39,Pending,PayPal,6.48
12093,8778,2025-09-19 18:17:39,Completed,Bank Transfer,6.52
12094,4697,2025-07-24 18:17:39,Cancelled,Bank Transfer,10.48
12095,9086,2025-06-17 18:17:39,Completed,Credit Card,15.57
12096,3751,2025-02-15 18:17:39,Pending,PayPal,23.79
12097,925,2025-11-14 18:17:39,Completed,Bank Transfer,16.61
12098,6696,2025-11-15 18:17:39,Completed,PayPal,16.18
12099,8735,2025-01-07 18:17:39,Completed,Bank Transfer,9.24
12100,4482,2025-04-09 18:17:39,Completed,Bank Transfer,9.78
12101,7827,2025-02-05 18:17:39,Completed,PayPal,10.98
12102,9254,2025-02-24 18:17:39,Completed,Bank Transfer,20.53
12103,3477,2025-11-23 18:17:39,Pending,PayPal,12.05
12104,5794,2025-11-09 18:17:39,Completed,PayPal,11.1
12105,7833,2025-06-27 18:17:39,Completed,Bank Transfer,13.58
12106,2598,2025-02-26 18:17:39,Completed,Credit Card,20.27
12107,9086,2025-12-04 18:17:39,Pending,Bank Transfer,24.61
12108,118,2025-03-10 18:17:39,Completed,PayPal,7.32
12109,5506,2025-11-20 18:17:39,Cancelled,Credit Card,20.15
12110,1837,2025-12-05 18:17:39,Cancelled,Credit Card,18.94
12111,6768,2025-05-27 18:17:39,Pending,Credit Card,7.5
12112,1050,2025-03-13 18:17:39,Cancelled,Credit Card,18.1
12113,3651,2025-02-06 18:17:39,Completed,Bank Transfer,17.25
12114,810,2025-11-23 18:17:39,Pending,Bank Transfer,7.96
12115,5149,2025-02-24 18:17:39,Completed,Bank Transfer,10.39
12116,9995,2025-01-02 18:17:39,Cancelled,Credit Card,17.66
12117,1114,2025-09-20 18:17:39,Cancelled,Credit Card,6.24
12118,470,2025-10-21 18:17:39,Completed,Credit Card,20.44
12119,6108,2025-04-03 18:17:39,Completed,Credit Card,7.99
12120,9641,2025-01-21 18:17:39,Completed,PayPal,22.9
12121,2776,2025-08-21 18:17:39,Completed,Credit Card,9.77
12122,1694,2025-09-12 18:17:39,Completed,Credit Card,8.84
12123,2808,2025-07-01 18:17:39,Completed,PayPal,9.83
12124,510,2025-04-18 18:17:39,Completed,PayPal,11.72
12125,5250,2025-07-01 18:17:39,Completed,Bank Transfer,5.47
12126,2938,2025-05-20 18:17:39,Completed,Bank Transfer,13.71
12127,5045,2025-02-17 18:17:39,Completed,Credit Card,9.9
12128,4138,2025-01-17 18:17:39,Cancelled,PayPal,20.6
12129,808,2025-01-20 18:17:39,Completed,Bank Transfer,21.92
12130,2019,2025-03-07 18:17:39,Pending,Bank Transfer,13.45
12131,9749,2025-08-29 18:17:39,Cancelled,Bank Transfer,10.45
12132,3631,2025-08-31 18:17:39,Pending,Credit Card,5.7
12133,2439,2025-07-01 18:17:39,Cancelled,PayPal,10.72
12134,2569,2025-09-25 18:17:39,Pending,Bank Transfer,18.51
12135,1778,2025-05-13 18:17:39,Cancelled,Bank Transfer,6.45
12136,3412,2025-05-28 18:17:39,Completed,PayPal,14.74
12137,9717,2025-02-16 18:17:39,Cancelled,Credit Card,16.81
12138,2871,2025-07-31 18:17:39,Cancelled,PayPal,14.79
12139,1802,2025-07-13 18:17:39,Pending,Credit Card,6.47
12140,665,2025-08-15 18:17:39,Cancelled,Bank Transfer,12.11
12141,9440,2025-03-28 18:17:39,Completed,Bank Transfer,6.17
12142,3912,2025-10-20 18:17:39,Cancelled,PayPal,16.66
12143,8021,2025-02-25 18:17:39,Pending,PayPal,16.57
12144,4210,2025-04-17 18:17:39,Completed,PayPal,12.37
12145,3681,2025-01-12 18:17:39,Completed,Bank Transfer,23.46
12146,2516,2025-07-28 18:17:39,Completed,Credit Card,23.18
12147,4485,2025-09-10 18:17:39,Pending,Bank Transfer,12.63
12148,3908,2025-11-30 18:17:39,Completed,PayPal,8.91
12149,5104,2025-07-29 18:17:39,Completed,Credit Card,8.67
12150,1416,2025-07-17 18:17:39,Cancelled,Credit Card,10.76
12151,1601,2025-10-21 18:17:39,Pending,PayPal,9.99
12152,2243,2025-10-08 18:17:39,Completed,Credit Card,16.71
12153,3626,2025-10-31 18:17:39,Completed,Credit Card,20.76
12154,5957,2025-01-11 18:17:39,Completed,Credit Card,8.77
12155,5337,2025-07-23 18:17:39,Completed,Credit Card,15.81
12156,2038,2025-07-11 18:17:39,Completed,Credit Card,5.1
12157,9741,2025-03-21 18:17:39,Pending,Credit Card,14.96
12158,6359,2025-09-25 18:17:39,Cancelled,Credit Card,5.86
12159,170,2025-10-09 18:17:39,Pending,Credit Card,17.07
12160,2946,2025-05-07 18:17:39,Completed,Bank Transfer,16.5
12161,779,2025-07-09 18:17:39,Completed,Bank Transfer,21.03
12162,9364,2025-07-29 18:17:39,Pending,PayPal,9.48
12163,2908,2025-11-24 18:17:39,Completed,Bank Transfer,23.68
12164,2994,2025-11-19 18:17:39,Completed,Credit Card,7.47
12165,6798,2025-09-11 18:17:39,Completed,Credit Card,20.66
12166,7273,2025-12-20 18:17:39,Completed,Credit Card,5.88
12167,7993,2025-02-02 18:17:39,Cancelled,Bank Transfer,22.19
12168,1143,2025-01-18 18:17:39,Pending,PayPal,6.29
12169,7697,2025-05-30 18:17:39,Completed,Bank Transfer,5.81
12170,9970,2025-08-24 18:17:39,Completed,Credit Card,22.78
12171,4646,2025-11-04 18:17:39,Completed,PayPal,9.54
12172,5605,2025-06-21 18:17:39,Cancelled,Credit Card,24.62
12173,4701,2025-03-01 18:17:39,Pending,Credit Card,17.66
12174,1697,2025-10-06 18:17:39,Completed,Bank Transfer,8.58
12175,9609,2025-07-01 18:17:39,Pending,Bank Transfer,12.1
12176,93,2025-01-14 18:17:39,Completed,PayPal,14.05
12177,262,2025-08-09 18:17:39,Completed,Bank Transfer,11.78
12178,6568,2025-11-16 18:17:39,Completed,Credit Card,20.13
12179,8868,2025-02-14 18:17:39,Completed,PayPal,20.11
12180,8126,2025-09-30 18:17:39,Completed,Credit Card,7.23
12181,6527,2025-10-09 18:17:39,Cancelled,Bank Transfer,17.32
12182,7929,2025-03-10 18:17:39,Pending,PayPal,15.75
12183,6240,2025-02-06 18:17:39,Completed,PayPal,12.69
12184,6746,2025-03-27 18:17:39,Cancelled,PayPal,8.79
12185,4618,2025-09-29 18:17:39,Pending,PayPal,20.68
12186,1438,2025-10-12 18:17:39,Cancelled,Credit Card,20.46
12187,1361,2025-12-08 18:17:39,Completed,Credit Card,14.87
12188,8274,2025-06-17 18:17:39,Cancelled,Bank Transfer,5.21
12189,1632,2025-03-05 18:17:39,Pending,Bank Transfer,5.22
12190,5217,2025-04-17 18:17:39,Completed,PayPal,24.62
12191,4742,2025-01-04 18:17:39,Completed,Bank Transfer,20.1
12192,1954,2025-05-06 18:17:39,Pending,Credit Card,16.87
12193,2448,2025-07-18 18:17:39,Completed,Credit Card,12.55
12194,8870,2025-03-13 18:17:39,Completed,Bank Transfer,14.86
12195,6155,2025-02-13 18:17:39,Completed,PayPal,14.84
12196,2960,2025-07-23 18:17:39,Completed,Bank Transfer,23.74
12197,9164,2025-04-05 18:17:39,Completed,Bank Transfer,10.73
12198,1218,2025-02-11 18:17:39,Pending,Bank Transfer,13.45
